Company,Record_ID,Snapshot_Month,Month_Name,Year,Quarter,Region,Country,Account_ID,Account_Name,Customer_Segment,Plan_Tier,Signup_Date,Account_Status,Seats_Licensed,MRR (Monthly Recurring Revenue),ARR (Annual Recurring Revenue),New_MRR (Monthly Recurring Revenue),Expansion_MRR (Monthly Recurring Revenue),Contraction_MRR (Monthly Recurring Revenue),Churned_MRR (Monthly Recurring Revenue),Net_MRR_Change (Monthly Recurring Revenue),CAC_USD (Customer Acquisition Cost),Marketing_Channel,Activation_Status,Days_to_Activation,Monthly_Logins,Feature_Adoption_Score,Support_Tickets,NPS_Score (Net Promoter Score),Churn_Reason
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800360,2025-05,May-2025,2025,Q2,Europe,UK,ACC00031,CrestLabs #0031,SMB,Starter,2025-04-01,Active,5,204.79,2457.48,0.0,60.74,0.0,0.0,60.74,0.0,Paid Search/Ads,Activated,4.0,14.7,74.8,2,21.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800378,2025-05,May-2025,2025,Q2,North America,USA,ACC00032,NorthGroup #0032,SMB,Growth,2024-11-01,Active,5,253.29,3039.48,0.0,0.0,-37.11,0.0,-37.11,0.0,Referral,Activated,4.0,12.3,68.1,0,38.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800396,2025-05,May-2025,2025,Q2,North America,USA,ACC00033,CrestLabs #0033,SMB,Starter,2025-01-01,Active,1,73.7,884.4,0.0,0.0,0.0,0.0,0.0,0.0,Referral,Not Activated,,0.0,17.1,3,-31.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800434,2025-05,May-2025,2025,Q2,North America,USA,ACC00037,NorthGlobal #0037,Mid-Market,Professional,2025-02-01,Active,22,577.56,6930.72,0.0,0.0,0.0,0.0,0.0,0.0,Content/Inbound,Activated,3.0,27.9,62.7,0,18.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800445,2025-05,May-2025,2025,Q2,LATAM,Mexico,ACC00038,BlueDigital #0038,Enterprise,Enterprise,2024-09-01,Active,107,3725.06,44700.72,0.0,0.0,0.0,0.0,0.0,0.0,Content/Inbound,Not Activated,,2.6,27.1,2,6.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800467,2025-05,May-2025,2025,Q2,LATAM,Mexico,ACC00039,GridDynamics #0039,SMB,Starter,2024-09-01,Active,2,117.77,1413.24,0.0,0.0,0.0,0.0,0.0,0.0,Content/Inbound,Not Activated,,7.3,69.7,0,15.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800476,2025-05,May-2025,2025,Q2,North America,Canada,ACC00042,CoreSolutions #0042,SMB,Growth,2025-05-01,Active,7,197.54,2370.48,197.54,0.0,0.0,0.0,197.54,234.11,Content/Inbound,Activated,4.0,20.9,78.1,0,70.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800504,2025-05,May-2025,2025,Q2,APAC,India,ACC00044,BlueVentures #0044,SMB,Starter,2024-12-01,Active,2,135.53,1626.36,0.0,0.0,0.0,0.0,0.0,0.0,Paid Search/Ads,Activated,12.0,18.0,76.4,0,-15.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800517,2025-05,May-2025,2025,Q2,LATAM,Brazil,ACC00046,PrimeVentures #0046,SMB,Starter,2025-04-01,Active,1,70.93,851.16,0.0,0.0,0.0,0.0,0.0,0.0,Paid Search/Ads,Activated,1.0,19.1,64.8,1,83.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800532,2025-05,May-2025,2025,Q2,LATAM,Mexico,ACC00047,BoldSystems #0047,SMB,Starter,2025-04-01,Active,4,118.88,1426.56,0.0,0.0,0.0,0.0,0.0,0.0,Organic Search,Activated,2.0,25.6,64.4,1,70.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800568,2025-05,May-2025,2025,Q2,Europe,Germany,ACC00051,BlueStudio #0051,Mid-Market,Professional,2025-02-01,Active,53,1411.85,16942.2,0.0,0.0,0.0,0.0,0.0,0.0,Paid Search/Ads,Activated,1.0,13.5,56.8,2,32.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800611,2025-05,May-2025,2025,Q2,LATAM,Mexico,ACC00055,TruePartners #0055,Mid-Market,Professional,2025-03-01,Active,51,1921.25,23055.0,0.0,0.0,0.0,0.0,0.0,0.0,Outbound Sales,Activated,1.0,19.3,79.3,1,39.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800625,2025-05,May-2025,2025,Q2,APAC,Australia,ACC00056,PeakDynamics #0056,Mid-Market,Professional,2025-05-01,Active,30,1740.65,20887.8,1740.65,0.0,0.0,0.0,1740.65,725.41,Paid Search/Ads,Not Activated,,0.2,8.8,0,15.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800654,2025-05,May-2025,2025,Q2,Europe,France,ACC00059,SwiftVentures #0059,SMB,Growth,2024-07-01,Active,4,196.5,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,Content/Inbound,Activated,4.0,13.2,88.9,1,42.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800710,2025-05,May-2025,2025,Q2,Europe,UK,ACC00065,CoreNetworks #0065,Mid-Market,Professional,2025-01-01,Active,30,1228.72,14744.64,0.0,0.0,0.0,0.0,0.0,0.0,Paid Search/Ads,Activated,3.0,20.1,91.4,1,14.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800740,2025-05,May-2025,2025,Q2,APAC,Australia,ACC00066,RapidGroup #0066,SMB,Starter,2024-01-01,Active,4,89.39,1072.68,0.0,0.0,0.0,0.0,0.0,0.0,Outbound Sales,Not Activated,,2.6,6.4,3,17.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800797,2025-05,May-2025,2025,Q2,LATAM,Brazil,ACC00073,VertexIndustries #0073,Mid-Market,Professional,2024-12-01,Active,52,1938.34,23260.08,0.0,0.0,0.0,0.0,0.0,0.0,Organic Search,Activated,4.0,21.7,58.0,1,51.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800824,2025-05,May-2025,2025,Q2,North America,USA,ACC00075,OrbitDigital #0075,SMB,Starter,2025-02-01,Active,3,165.76,1989.12,0.0,0.0,-22.27,0.0,-22.27,0.0,Content/Inbound,Activated,4.0,16.5,66.8,2,12.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800898,2025-05,May-2025,2025,Q2,APAC,Australia,ACC00081,ClearSystems #0081,SMB,Growth,2024-05-01,Churned (This Month),25,0.0,0.0,0.0,0.0,0.0,-350.57,-350.57,0.0,Organic Search,Not Activated,,0.0,0.0,0,,Missing Features
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800914,2025-05,May-2025,2025,Q2,LATAM,Brazil,ACC00083,CoreSolutions #0083,SMB,Growth,2024-12-01,Active,13,410.66,4927.92,0.0,0.0,0.0,0.0,0.0,0.0,Paid Search/Ads,Not Activated,,0.0,36.1,0,-20.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800938,2025-05,May-2025,2025,Q2,APAC,India,ACC00085,BoldNetworks #0085,Enterprise,Professional,2024-07-01,Active,74,1520.88,18250.56,0.0,0.0,0.0,0.0,0.0,0.0,Paid Search/Ads,Activated,21.0,20.2,37.1,0,27.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800955,2025-05,May-2025,2025,Q2,APAC,India,ACC00086,PeakVentures #0086,SMB,Growth,2025-02-01,Active,20,696.78,8361.36,0.0,0.0,0.0,0.0,0.0,0.0,Referral,Activated,4.0,22.1,60.4,3,38.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800971,2025-05,May-2025,2025,Q2,North America,USA,ACC00087,PrimeVentures #0087,Enterprise,Enterprise,2025-03-01,Active,159,4118.42,49421.04,0.0,0.0,0.0,0.0,0.0,0.0,Outbound Sales,Activated,1.0,1.9,55.1,2,80.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS800995,2025-05,May-2025,2025,Q2,North America,USA,ACC00089,PeakNetworks #0089,Mid-Market,Professional,2025-01-01,Active,50,1992.22,23906.64,0.0,0.0,0.0,0.0,0.0,0.0,Paid Search/Ads,Activated,1.0,5.3,64.1,0,36.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801015,2025-05,May-2025,2025,Q2,APAC,India,ACC00091,CrestWorks #0091,Enterprise,Professional,2025-04-01,Active,33,887.97,10655.64,0.0,0.0,0.0,0.0,0.0,0.0,Content/Inbound,Activated,3.0,16.5,82.0,2,47.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801039,2025-05,May-2025,2025,Q2,APAC,India,ACC00092,GridDigital #0092,SMB,Starter,2024-07-01,Active,4,156.37,1876.44,0.0,0.0,0.0,0.0,0.0,0.0,Partner/Reseller,Activated,1.0,12.3,92.1,3,64.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801070,2025-05,May-2025,2025,Q2,LATAM,Mexico,ACC00094,SwiftGlobal #0094,SMB,Growth,2024-12-01,Active,6,253.45,3041.4,0.0,0.0,0.0,0.0,0.0,0.0,Content/Inbound,Activated,2.0,24.6,61.8,2,-13.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801095,2025-05,May-2025,2025,Q2,North America,Canada,ACC00097,ClearGroup #0097,SMB,Growth,2025-02-01,Active,4,218.56,2622.72,0.0,0.0,-66.24,0.0,-66.24,0.0,Paid Search/Ads,Activated,1.0,13.5,61.6,1,49.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801120,2025-05,May-2025,2025,Q2,Europe,Germany,ACC00099,OrbitAnalytics #0099,Enterprise,Enterprise,2025-01-01,Active,566,10691.49,128297.88,0.0,3155.92,0.0,0.0,3155.92,0.0,Outbound Sales,Activated,1.0,8.7,60.1,3,27.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801134,2025-05,May-2025,2025,Q2,APAC,Australia,ACC00100,ClearSystems #0100,Mid-Market,Growth,2025-05-01,Active,9,463.59,5563.08,463.59,0.0,0.0,0.0,463.59,763.86,Paid Search/Ads,Activated,2.0,10.3,68.0,0,42.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801163,2025-05,May-2025,2025,Q2,North America,USA,ACC00102,GridGlobal #0102,SMB,Growth,2024-09-01,Active,21,486.31,5835.72,0.0,0.0,0.0,0.0,0.0,0.0,Referral,Activated,4.0,16.6,55.1,1,88.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801177,2025-05,May-2025,2025,Q2,North America,Canada,ACC00103,ClearWorks #0103,SMB,Starter,2025-05-01,Active,1,49.03,588.36,49.03,0.0,0.0,0.0,49.03,238.34,Organic Search,Activated,1.0,14.8,68.8,2,40.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801208,2025-05,May-2025,2025,Q2,LATAM,Brazil,ACC00106,SparkGlobal #0106,Enterprise,Enterprise,2024-10-01,Active,663,16260.97,195131.64,0.0,0.0,0.0,0.0,0.0,0.0,Referral,Activated,20.0,34.5,50.0,1,30.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801228,2025-05,May-2025,2025,Q2,North America,Canada,ACC00107,TrueGlobal #0107,Mid-Market,Professional,2024-11-01,Active,22,1065.74,12788.88,0.0,0.0,0.0,0.0,0.0,0.0,Organic Search,Activated,2.0,22.8,39.1,0,17.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801260,2025-05,May-2025,2025,Q2,Europe,France,ACC00112,VertexVentures #0112,SMB,Growth,2025-05-01,Active,7,212.92,2555.04,212.92,0.0,0.0,0.0,212.92,216.29,Organic Search,Not Activated,,0.0,33.0,4,13.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801295,2025-05,May-2025,2025,Q2,APAC,Singapore,ACC00116,CoreSystems #0116,Mid-Market,Growth,2025-04-01,Active,18,346.92,4163.04,0.0,0.0,0.0,0.0,0.0,0.0,Content/Inbound,Activated,1.0,9.0,51.5,0,66.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801329,2025-05,May-2025,2025,Q2,Europe,UK,ACC00119,WaveLabs #0119,SMB,Growth,2025-01-01,Active,22,497.01,5964.12,0.0,0.0,0.0,0.0,0.0,0.0,Paid Search/Ads,Not Activated,,2.1,23.0,7,27.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801430,2025-05,May-2025,2025,Q2,North America,Canada,ACC00129,SwiftPartners #0129,Mid-Market,Growth,2024-08-01,Active,4,198.72,2384.64,0.0,0.0,0.0,0.0,0.0,0.0,Referral,Activated,14.0,24.6,63.9,2,48.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801460,2025-05,May-2025,2025,Q2,North America,USA,ACC00132,SparkAnalytics #0132,Mid-Market,Professional,2025-03-01,Active,70,1852.02,22224.24,0.0,466.86,0.0,0.0,466.86,0.0,Paid Search/Ads,Activated,4.0,20.1,60.5,1,27.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801546,2025-05,May-2025,2025,Q2,APAC,Singapore,ACC00144,SwiftDigital #0144,SMB,Starter,2025-05-01,Active,1,58.39,700.68,58.39,0.0,0.0,0.0,58.39,397.84,Organic Search,Activated,2.0,28.3,37.0,1,33.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801555,2025-05,May-2025,2025,Q2,APAC,Australia,ACC00145,ClearDynamics #0145,SMB,Growth,2024-12-01,Active,6,301.26,3615.12,0.0,0.0,0.0,0.0,0.0,0.0,Content/Inbound,Activated,2.0,9.3,78.6,0,65.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801607,2025-05,May-2025,2025,Q2,Europe,France,ACC00150,BrightSolutions #0150,SMB,Growth,2024-08-01,Active,18,333.01,3996.12,0.0,0.0,0.0,0.0,0.0,0.0,Outbound Sales,Activated,4.0,13.6,74.6,2,10.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801627,2025-05,May-2025,2025,Q2,North America,Canada,ACC00152,NovaDynamics #0152,Mid-Market,Growth,2024-11-01,Active,10,415.96,4991.52,0.0,0.0,0.0,0.0,0.0,0.0,Outbound Sales,Activated,18.0,21.6,62.9,1,-35.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801634,2025-05,May-2025,2025,Q2,Europe,Germany,ACC00153,BoldVentures #0153,SMB,Growth,2025-05-01,Active,3,208.82,2505.84,208.82,0.0,0.0,0.0,208.82,333.05,Content/Inbound,Activated,1.0,21.5,84.0,1,50.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801642,2025-05,May-2025,2025,Q2,North America,USA,ACC00154,CoreVentures #0154,Mid-Market,Professional,2025-04-01,Active,20,739.89,8878.68,0.0,0.0,0.0,0.0,0.0,0.0,Outbound Sales,Activated,24.0,26.6,61.3,0,45.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801681,2025-05,May-2025,2025,Q2,APAC,Australia,ACC00159,RapidGroup #0159,SMB,Starter,2025-05-01,Active,2,114.84,1378.08,114.84,0.0,0.0,0.0,114.84,511.22,Partner/Reseller,Activated,4.0,19.8,47.3,1,36.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801720,2025-05,May-2025,2025,Q2,APAC,India,ACC00164,OrbitAnalytics #0164,SMB,Starter,2025-03-01,Churned (This Month),3,0.0,0.0,0.0,0.0,0.0,-139.66,-139.66,0.0,Paid Search/Ads,Not Activated,,0.0,0.0,0,,Company Shutdown/Downsizing
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801722,2025-05,May-2025,2025,Q2,Europe,France,ACC00165,TrueSystems #0165,SMB,Starter,2025-04-01,Active,2,98.22,1178.64,0.0,0.0,0.0,0.0,0.0,0.0,Organic Search,Activated,4.0,17.7,79.9,0,59.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801731,2025-05,May-2025,2025,Q2,Europe,Germany,ACC00167,WaveLabs #0167,Mid-Market,Growth,2025-05-01,Active,20,315.3,3783.6,315.3,0.0,0.0,0.0,315.3,1138.84,Outbound Sales,Activated,3.0,18.8,70.5,0,64.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801787,2025-05,May-2025,2025,Q2,North America,Canada,ACC00173,WaveWorks #0173,SMB,Starter,2025-04-01,Active,5,125.82,1509.84,0.0,0.0,0.0,0.0,0.0,0.0,Organic Search,Activated,2.0,6.3,68.6,3,52.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801793,2025-05,May-2025,2025,Q2,Europe,France,ACC00174,NorthTechnologies #0174,SMB,Starter,2025-04-01,Active,2,135.98,1631.76,0.0,0.0,0.0,0.0,0.0,0.0,Paid Search/Ads,Not Activated,,4.2,0.0,2,25.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801808,2025-05,May-2025,2025,Q2,North America,Canada,ACC00175,OrbitNetworks #0175,Enterprise,Enterprise,2025-04-01,Active,62,3496.31,41955.72,0.0,945.13,0.0,0.0,945.13,0.0,Paid Search/Ads,Activated,9.0,13.3,73.2,2,44.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801833,2025-05,May-2025,2025,Q2,APAC,Singapore,ACC00177,PrimeVentures #0177,Mid-Market,Professional,2025-04-01,Active,76,1875.91,22510.92,0.0,0.0,0.0,0.0,0.0,0.0,Referral,Activated,2.0,27.2,80.1,3,22.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801865,2025-05,May-2025,2025,Q2,LATAM,Brazil,ACC00180,ClearGlobal #0180,SMB,Growth,2025-01-01,Active,14,412.43,4949.16,0.0,0.0,0.0,0.0,0.0,0.0,Paid Search/Ads,Activated,2.0,15.3,36.1,1,22.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801919,2025-05,May-2025,2025,Q2,North America,Canada,ACC00185,PrimeLabs #0185,SMB,Growth,2024-05-01,Active,17,287.63,3451.56,0.0,0.0,0.0,0.0,0.0,0.0,Organic Search,Activated,12.0,19.4,68.5,2,12.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801931,2025-05,May-2025,2025,Q2,LATAM,Mexico,ACC00186,NovaGlobal #0186,SMB,Growth,2025-03-01,Active,5,160.74,1928.88,0.0,0.0,-62.13,0.0,-62.13,0.0,Paid Search/Ads,Activated,2.0,17.1,48.7,1,47.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS801973,2025-05,May-2025,2025,Q2,Europe,France,ACC00190,VertexLabs #0190,SMB,Starter,2024-11-01,Active,4,131.64,1579.68,0.0,37.39,0.0,0.0,37.39,0.0,Partner/Reseller,Activated,2.0,19.8,63.6,2,50.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS802001,2025-05,May-2025,2025,Q2,North America,Canada,ACC00194,LineSystems #0194,Mid-Market,Professional,2024-11-01,Active,12,529.68,6356.16,0.0,0.0,0.0,0.0,0.0,0.0,Outbound Sales,Not Activated,,12.2,26.0,2,-21.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS802012,2025-05,May-2025,2025,Q2,LATAM,Brazil,ACC00195,PrimeSolutions #0195,SMB,Starter,2024-10-01,Churned (This Month),2,0.0,0.0,0.0,0.0,0.0,-121.12,-121.12,0.0,Paid Search/Ads,Not Activated,,0.0,0.0,0,,Price/Budget
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS802018,2025-05,May-2025,2025,Q2,APAC,India,ACC00196,SilverNetworks #0196,Enterprise,Enterprise,2024-12-01,Active,222,8906.03,106872.36,0.0,0.0,0.0,0.0,0.0,0.0,Organic Search,Activated,1.0,13.9,46.3,0,26.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS802047,2025-05,May-2025,2025,Q2,North America,Canada,ACC00199,LineWorks #0199,SMB,Starter,2024-10-01,Active,4,135.83,1629.96,0.0,0.0,0.0,0.0,0.0,0.0,Referral,Not Activated,,8.9,22.0,0,-1.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS802082,2025-05,May-2025,2025,Q2,North America,Canada,ACC00202,CoreLabs #0202,Mid-Market,Growth,2025-01-01,Active,16,569.2,6830.4,0.0,159.54,0.0,0.0,159.54,0.0,Organic Search,Activated,8.0,22.9,57.4,0,13.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS802101,2025-05,May-2025,2025,Q2,LATAM,Mexico,ACC00204,SparkIndustries #0204,Mid-Market,Growth,2025-02-01,Active,7,383.14,4597.68,0.0,0.0,0.0,0.0,0.0,0.0,Referral,Activated,4.0,19.0,84.3,2,25.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS802111,2025-05,May-2025,2025,Q2,APAC,Singapore,ACC00205,BrightStudio #0205,SMB,Starter,2024-11-01,Active,6,133.46,1601.52,0.0,0.0,0.0,0.0,0.0,0.0,Organic Search,Not Activated,,2.8,25.5,1,6.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS802130,2025-05,May-2025,2025,Q2,Europe,France,ACC00206,BoldGroup #0206,Enterprise,Professional,2024-07-01,Active,124,3741.1,44893.2,0.0,0.0,0.0,0.0,0.0,0.0,Organic Search,Activated,4.0,16.8,64.0,1,-9.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS802196,2025-05,May-2025,2025,Q2,North America,USA,ACC00213,SwiftWorks #0213,SMB,Growth,2025-04-01,Active,14,303.05,3636.6,0.0,0.0,0.0,0.0,0.0,0.0,Referral,Activated,1.0,12.2,72.3,1,46.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS802223,2025-05,May-2025,2025,Q2,North America,USA,ACC00215,PeakPartners #0215,SMB,Starter,2024-09-01,Churned (This Month),5,0.0,0.0,0.0,0.0,0.0,-136.98,-136.98,0.0,Organic Search,Not Activated,,0.0,0.0,0,,Poor Onboarding
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS802230,2025-05,May-2025,2025,Q2,LATAM,Brazil,ACC00216,TrueAnalytics #0216,Enterprise,Enterprise,2024-11-01,Active,326,9197.2,110366.4,0.0,0.0,0.0,0.0,0.0,0.0,Outbound Sales,Activated,2.0,30.7,59.1,2,17.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS802258,2025-05,May-2025,2025,Q2,Europe,UK,ACC00218,SwiftTechnologies #0218,Mid-Market,Professional,2024-10-01,Active,41,1628.63,19543.56,0.0,0.0,0.0,0.0,0.0,0.0,Paid Search/Ads,Activated,8.0,28.7,90.6,2,3.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS802299,2025-05,May-2025,2025,Q2,LATAM,Brazil,ACC00222,WaveSystems #0222,Mid-Market,Professional,2024-03-01,Active,79,2499.49,29993.88,0.0,0.0,0.0,0.0,0.0,0.0,Referral,Activated,3.0,17.1,61.5,2,24.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS802321,2025-05,May-2025,2025,Q2,LATAM,Mexico,ACC00224,BrightWorks #0224,Mid-Market,Growth,2024-06-01,Active,15,498.21,5978.52,0.0,0.0,0.0,0.0,0.0,0.0,Partner/Reseller,Activated,2.0,20.6,69.4,1,10.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS802381,2025-05,May-2025,2025,Q2,LATAM,Mexico,ACC00229,PeakWorks #0229,Enterprise,Enterprise,2024-10-01,Active,180,8283.18,99398.16,0.0,0.0,0.0,0.0,0.0,0.0,Partner/Reseller,Activated,4.0,17.0,92.6,2,32.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS802410,2025-05,May-2025,2025,Q2,LATAM,Mexico,ACC00231,SwiftWorks #0231,Enterprise,Professional,2024-04-01,Active,71,2637.41,31648.92,0.0,0.0,0.0,0.0,0.0,0.0,Organic Search,Activated,22.0,9.9,90.6,2,27.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS802429,2025-05,May-2025,2025,Q2,Europe,UK,ACC00233,OrbitDynamics #0233,SMB,Growth,2025-04-01,Active,9,151.81,1821.72,0.0,0.0,0.0,0.0,0.0,0.0,Content/Inbound,Activated,8.0,21.0,47.4,3,40.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS802446,2025-05,May-2025,2025,Q2,APAC,Singapore,ACC00235,ClearDynamics #0235,SMB,Starter,2025-05-01,Active,5,95.15,1141.8,95.15,0.0,0.0,0.0,95.15,1119.43,Paid Search/Ads,Activated,1.0,17.6,75.7,2,-3.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS802461,2025-05,May-2025,2025,Q2,North America,USA,ACC00236,TrueSolutions #0236,Mid-Market,Professional,2025-04-01,Active,42,871.27,10455.24,0.0,0.0,0.0,0.0,0.0,0.0,Outbound Sales,Activated,4.0,14.8,61.3,1,-10.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS802512,2025-05,May-2025,2025,Q2,LATAM,Brazil,ACC00241,ClearGlobal #0241,SMB,Starter,2025-03-01,Active,3,99.05,1188.6,0.0,0.0,0.0,0.0,0.0,0.0,Paid Search/Ads,Not Activated,,11.8,14.1,3,-7.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS802528,2025-05,May-2025,2025,Q2,LATAM,Brazil,ACC00243,WaveGroup #0243,Mid-Market,Growth,2025-02-01,Active,16,282.0,3384.0,0.0,82.43,0.0,0.0,82.43,0.0,Outbound Sales,Activated,2.0,14.6,49.5,0,18.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS802549,2025-05,May-2025,2025,Q2,LATAM,Mexico,ACC00244,LineGlobal #0244,Mid-Market,Professional,2024-10-01,Active,58,1842.75,22113.0,0.0,0.0,0.0,0.0,0.0,0.0,Outbound Sales,Activated,2.0,28.5,69.4,0,19.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS802574,2025-05,May-2025,2025,Q2,APAC,Singapore,ACC00245,OrbitTechnologies #0245,SMB,Starter,2024-06-01,Active,1,68.7,824.4,0.0,0.0,0.0,0.0,0.0,0.0,Paid Search/Ads,Activated,1.0,16.4,55.1,3,9.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS802620,2025-05,May-2025,2025,Q2,Europe,UK,ACC00251,VertexSystems #0251,SMB,Starter,2025-05-01,Active,5,96.06,1152.72,96.06,0.0,0.0,0.0,96.06,329.28,Content/Inbound,Activated,1.0,29.6,36.1,4,11.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS802636,2025-05,May-2025,2025,Q2,North America,USA,ACC00252,SparkVentures #0252,SMB,Growth,2024-08-01,Active,9,210.94,2531.28,0.0,0.0,0.0,0.0,0.0,0.0,Organic Search,Not Activated,,0.0,36.8,5,7.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS802659,2025-05,May-2025,2025,Q2,LATAM,Brazil,ACC00255,PrimeVentures #0255,SMB,Starter,2025-02-01,Active,2,75.61,907.32,0.0,0.0,0.0,0.0,0.0,0.0,Paid Search/Ads,Activated,2.0,19.1,43.6,1,48.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS802666,2025-05,May-2025,2025,Q2,North America,Canada,ACC00256,BrightDynamics #0256,SMB,Growth,2025-04-01,Active,9,483.01,5796.12,0.0,0.0,0.0,0.0,0.0,0.0,Outbound Sales,Activated,2.0,19.1,74.6,0,-22.0,
CloudPeak SaaS Inc. (Fictional Dummy Company),SAAS802696,2025-05,May-2025,2025,Q2,North America,Canada,ACC00259,TrueDynamics #0259,SMB,Growth,2025-04-01,Churned (This Month),8,0.0,0.0,0.0,0.0,0.0,-212.31,-212.31,0.0,Partner/Reseller,Not Activated,,0.0,0.0,0,,Poor Support Experience
